reservation_c,os_cat,dd,browser_cat,reservation_n,no_of_purchases_last_7_days,day,month,year,Boo,rand,NOP_before_purchase
Non-Purchase,Windows,D,Chrome,0,0,30-Apr-11,01-05-2038,01-05-1940,FALSE,98.96432338,5
Non-Purchase,Android,T,Others,0,0,01-May-11,01-06-2038,01-06-1940,FALSE,624.3698515,7
Non-Purchase,Windows,D,Firefox,0,0,02-May-11,01-07-2038,01-07-1940,FALSE,362.3615646,170
Non-Purchase,Windows,D,Firefox,0,0,03-May-11,01-08-2038,01-08-1940,FALSE,706.3882203,26
Non-Purchase,Windows,D,Firefox,0,0,04-May-11,01-09-2038,01-09-1940,FALSE,617.5034828,14
Non-Purchase,iOS,T,Safari,0,0,05-May-11,01-10-2038,01-10-1940,FALSE,628.1426975,11
Non-Purchase,Windows,D,MSIE,0,0,06-May-11,01-11-2038,01-11-1940,FALSE,805.3708325,42
Non-Purchase,Mac,D,Safari,0,0,07-May-11,01-12-2038,01-12-1940,FALSE,842.3576991,4
Non-Purchase,Mac,D,Safari,0,0,08-May-11,01-01-2039,01-01-1941,FALSE,831.7818431,3
Non-Purchase,Mac,D,Safari,0,0,09-May-11,01-02-2039,01-02-1941,FALSE,791.9129525,9
Purchase,Mac,D,Chrome,1,0,10-May-11,01-03-2039,01-03-1941,FALSE,426.2800501,24
Purchase,Windows,D,MSIE,1,1,11-May-11,01-04-2039,01-04-1941,TRUE,992.0954878,9
Non-Purchase,Windows,D,MSIE,0,1,12-May-11,01-05-2039,01-05-1941,TRUE,376.7084904,21
Non-Purchase,Windows,D,MSIE,0,0,13-May-11,01-06-2039,01-06-1941,FALSE,410.5780166,2
Non-Purchase,iOS,T,Safari,0,0,14-May-11,01-07-2039,01-07-1941,FALSE,451.8268312,4
Non-Purchase,iOS,T,Safari,0,0,15-May-11,01-08-2039,01-08-1941,FALSE,806.0211207,4
Purchase,Mac,D,Firefox,1,1,16-May-11,01-09-2039,01-09-1941,TRUE,993.3254228,12
Non-Purchase,Android,T,Chrome,0,0,17-May-11,01-10-2039,01-10-1941,FALSE,676.1895265,3
Non-Purchase,Mac,D,Safari,0,0,18-May-11,01-11-2039,01-11-1941,FALSE,272.9788646,20
Non-Purchase,Windows,D,Chrome,0,0,19-May-11,01-12-2039,01-12-1941,FALSE,875.4009253,4
Non-Purchase,Windows,D,MSIE,0,0,20-May-11,01-01-2040,01-01-1942,FALSE,542.2611447,10
Non-Purchase,Windows,D,MSIE,0,0,21-May-11,01-02-2040,01-02-1942,FALSE,714.9208458,10
Non-Purchase,Android,T,Chrome,0,0,22-May-11,01-03-2040,01-03-1942,FALSE,437.9810728,2
Non-Purchase,Windows,D,MSIE,0,0,23-May-11,01-04-2040,01-04-1942,FALSE,721.1924919,3
Non-Purchase,Windows,D,Chrome,0,0,24-May-11,01-05-2040,01-05-1942,FALSE,784.5244723,4
Non-Purchase,Windows,D,Chrome,0,0,25-May-11,01-06-2040,01-06-1942,FALSE,522.3118465,3
Non-Purchase,iOS,T,Safari,0,0,26-May-11,01-07-2040,01-07-1942,FALSE,464.2812449,3
Non-Purchase,Windows,D,Chrome,0,0,27-May-11,01-08-2040,01-08-1942,FALSE,830.8334703,3
Non-Purchase,Windows,D,Chrome,0,0,28-May-11,01-09-2040,01-09-1942,FALSE,356.0999145,72
Non-Purchase,Android,T,Chrome,0,0,29-May-11,01-10-2040,01-10-1942,FALSE,76.85776841,2
Non-Purchase,Windows,D,Firefox,0,0,30-May-11,01-11-2040,01-11-1942,FALSE,420.5249488,12
Non-Purchase,Windows,D,MSIE,0,0,31-May-11,01-12-2040,01-12-1942,FALSE,454.5084431,2
Non-Purchase,Windows,D,Chrome,0,0,01-Jun-11,01-01-2041,01-01-1943,FALSE,102.447475,8
Non-Purchase,Windows,D,MSIE,0,0,02-Jun-11,01-02-2041,01-02-1943,FALSE,29.66473985,15
Non-Purchase,Windows,D,Firefox,0,0,03-Jun-11,01-03-2041,01-03-1943,FALSE,324.8655306,11
Non-Purchase,Windows,D,MSIE,0,0,04-Jun-11,01-04-2041,01-04-1943,FALSE,382.601366,9
Non-Purchase,iOS,T,Safari,0,0,05-Jun-11,01-05-2041,01-05-1943,FALSE,678.1089651,2
Non-Purchase,Windows,D,Firefox,0,0,06-Jun-11,01-06-2041,01-06-1943,FALSE,379.1970211,25
Non-Purchase,Windows,D,MSIE,0,0,07-Jun-11,01-07-2041,01-07-1943,FALSE,537.9811865,3
Non-Purchase,iOS,T,Safari,0,0,08-Jun-11,01-08-2041,01-08-1943,FALSE,879.3142359,2
Non-Purchase,Windows,D,MSIE,0,0,09-Jun-11,01-09-2041,01-09-1943,FALSE,268.6076745,10
Non-Purchase,iOS,T,Safari,0,0,10-Jun-11,01-10-2041,01-10-1943,FALSE,795.0915399,11
Non-Purchase,Windows,D,Chrome,0,0,11-Jun-11,01-11-2041,01-11-1943,FALSE,883.7357622,8
Non-Purchase,iOS,T,Safari,0,0,12-Jun-11,01-12-2041,01-12-1943,FALSE,622.8966149,4
Non-Purchase,Windows,D,Chrome,0,0,13-Jun-11,01-01-2042,01-01-1944,FALSE,231.6212896,7
Non-Purchase,Others,D,Chrome,0,0,14-Jun-11,01-02-2042,01-02-1944,FALSE,287.8273582,5
Non-Purchase,Windows,D,MSIE,0,0,15-Jun-11,01-03-2042,01-03-1944,FALSE,683.568222,35
Non-Purchase,iOS,T,Chrome,0,0,16-Jun-11,01-04-2042,01-04-1944,FALSE,856.3390797,7
Non-Purchase,Windows,D,MSIE,0,0,17-Jun-11,01-05-2042,01-05-1944,FALSE,128.3651631,3
Purchase,Windows,D,Chrome,1,1,18-Jun-11,01-06-2042,01-06-1944,TRUE,142.9684927,5
Non-Purchase,iOS,T,Safari,0,0,19-Jun-11,01-07-2042,01-07-1944,FALSE,249.0497826,10
Non-Purchase,Windows,D,Firefox,0,0,20-Jun-11,01-08-2042,01-08-1944,FALSE,862.8814124,5
Non-Purchase,Windows,D,MSIE,0,0,21-Jun-11,01-09-2042,01-09-1944,FALSE,468.1921567,14
Non-Purchase,Windows,D,MSIE,0,0,22-Jun-11,01-10-2042,01-10-1944,FALSE,454.7530287,2
Non-Purchase,Windows,D,Chrome,0,0,23-Jun-11,01-11-2042,01-11-1944,FALSE,510.6890679,9
Non-Purchase,Others,D,Chrome,0,0,24-Jun-11,01-12-2042,01-12-1944,FALSE,260.8662326,9
Non-Purchase,Windows,D,MSIE,0,0,25-Jun-11,01-01-2043,01-01-1945,FALSE,338.9415004,18
Non-Purchase,Mac,D,Chrome,0,0,26-Jun-11,01-02-2043,01-02-1945,FALSE,999.2745862,2
Non-Purchase,Windows,D,Chrome,0,0,27-Jun-11,01-03-2043,01-03-1945,FALSE,781.8043261,5
Non-Purchase,Mac,D,Safari,0,0,28-Jun-11,01-04-2043,01-04-1945,FALSE,717.835313,2
Non-Purchase,Mac,D,Chrome,0,0,29-Jun-11,01-05-2043,01-05-1945,FALSE,396.2700876,9
Non-Purchase,Windows,D,Chrome,0,0,30-Jun-11,01-06-2043,01-06-1945,FALSE,603.5263527,2
Non-Purchase,Windows,D,Firefox,0,0,01-Jul-11,01-07-2043,01-07-1945,FALSE,997.4016812,2
Non-Purchase,iOS,T,Safari,0,0,02-Jul-11,01-08-2043,01-08-1945,FALSE,397.005986,31
Non-Purchase,Windows,D,MSIE,0,0,03-Jul-11,01-09-2043,01-09-1945,FALSE,164.2793247,22
Non-Purchase,Windows,D,Chrome,0,0,04-Jul-11,01-10-2043,01-10-1945,FALSE,213.3950675,2
Non-Purchase,Windows,D,MSIE,0,0,05-Jul-11,01-11-2043,01-11-1945,FALSE,855.984203,2
Non-Purchase,iOS,T,Safari,0,0,06-Jul-11,01-12-2043,01-12-1945,FALSE,230.4396379,5
Non-Purchase,Windows,D,Chrome,0,0,07-Jul-11,01-01-2044,01-01-1946,FALSE,872.1674742,4
Non-Purchase,Windows,D,MSIE,0,0,08-Jul-11,01-02-2044,01-02-1946,FALSE,57.76929369,6
Non-Purchase,Windows,D,MSIE,0,0,09-Jul-11,01-03-2044,01-03-1946,FALSE,149.775821,21
Non-Purchase,Windows,D,Chrome,0,0,10-Jul-11,01-04-2044,01-04-1946,FALSE,944.3319886,2
Non-Purchase,Windows,D,MSIE,0,0,11-Jul-11,01-05-2044,01-05-1946,FALSE,716.2494202,19
Non-Purchase,Windows,D,MSIE,0,0,12-Jul-11,01-06-2044,01-06-1946,FALSE,801.6678123,22
Non-Purchase,Windows,D,MSIE,0,0,13-Jul-11,01-07-2044,01-07-1946,FALSE,591.7470011,2
Non-Purchase,Windows,D,Firefox,0,0,14-Jul-11,01-08-2044,01-08-1946,FALSE,750.2817095,9
Non-Purchase,Windows,D,MSIE,0,0,15-Jul-11,01-09-2044,01-09-1946,FALSE,658.8113071,3
Non-Purchase,Mac,D,Safari,0,0,16-Jul-11,01-10-2044,01-10-1946,FALSE,152.7071006,4
Non-Purchase,Others,D,Chrome,0,0,17-Jul-11,01-11-2044,01-11-1946,FALSE,711.4108821,3
Non-Purchase,Windows,D,MSIE,0,0,18-Jul-11,01-12-2044,01-12-1946,FALSE,270.6426843,3
Non-Purchase,Windows,D,Firefox,0,0,19-Jul-11,01-01-2045,01-01-1947,FALSE,91.82473348,56
Non-Purchase,Windows,D,Chrome,0,0,20-Jul-11,01-02-2045,01-02-1947,FALSE,15.06732491,12
Purchase,iOS,T,Safari,1,0,21-Jul-11,01-03-2045,01-03-1947,FALSE,99.72098111,20
Non-Purchase,Windows,D,Chrome,0,0,22-Jul-11,01-04-2045,01-04-1947,FALSE,799.86539,2
Non-Purchase,Android,T,Chrome,0,0,23-Jul-11,01-05-2045,01-05-1947,FALSE,259.0550742,2
Purchase,iOS,T,Safari,1,0,24-Jul-11,01-06-2045,01-06-1947,FALSE,291.2247377,19
Non-Purchase,Windows,D,Firefox,0,0,25-Jul-11,01-07-2045,01-07-1947,FALSE,701.0019407,6
Non-Purchase,Windows,D,Firefox,0,0,26-Jul-11,01-08-2045,01-08-1947,FALSE,922.1290473,14
Purchase,Windows,D,MSIE,1,0,27-Jul-11,01-09-2045,01-09-1947,FALSE,587.218858,8
Non-Purchase,Android,T,Chrome,0,0,28-Jul-11,01-10-2045,01-10-1947,FALSE,13.99482351,2
Non-Purchase,Windows,D,Chrome,0,0,29-Jul-11,01-11-2045,01-11-1947,FALSE,961.3671042,8
Purchase,Windows,D,Chrome,1,0,30-Jul-11,01-12-2045,01-12-1947,FALSE,801.6792762,9
Non-Purchase,Windows,D,MSIE,0,0,31-Jul-11,01-01-2046,01-01-1948,FALSE,236.5084747,2
Non-Purchase,iOS,T,Safari,0,0,01-Aug-11,01-02-2046,01-02-1948,FALSE,391.5229068,6
Purchase,Windows,D,MSIE,1,0,02-Aug-11,01-03-2046,01-03-1948,FALSE,318.8566243,38
Non-Purchase,Windows,D,MSIE,0,0,03-Aug-11,01-04-2046,01-04-1948,FALSE,672.3085521,7
Non-Purchase,Windows,D,MSIE,0,0,04-Aug-11,01-05-2046,01-05-1948,FALSE,322.3195647,2
Non-Purchase,Mac,D,Chrome,0,0,05-Aug-11,01-06-2046,01-06-1948,FALSE,491.7215458,3
Non-Purchase,Windows,D,MSIE,0,0,06-Aug-11,01-07-2046,01-07-1948,FALSE,647.9515195,3
Non-Purchase,Windows,D,Chrome,0,0,07-Aug-11,01-08-2046,01-08-1948,FALSE,374.7832427,6
Non-Purchase,Windows,D,Chrome,0,0,08-Aug-11,01-09-2046,01-09-1948,FALSE,129.4630016,10
Non-Purchase,Windows,D,Chrome,0,0,09-Aug-11,01-10-2046,01-10-1948,FALSE,293.2414287,11
Non-Purchase,Mac,D,Safari,0,0,10-Aug-11,01-11-2046,01-11-1948,FALSE,630.9331447,9
Purchase,Windows,D,Firefox,1,1,11-Aug-11,01-12-2046,01-12-1948,TRUE,397.2866871,13
Non-Purchase,Windows,D,MSIE,0,0,12-Aug-11,01-01-2047,01-01-1949,FALSE,858.7790963,2
Non-Purchase,Mac,D,Chrome,0,0,13-Aug-11,01-02-2047,01-02-1949,FALSE,331.5486169,4
Non-Purchase,Windows,D,MSIE,0,0,14-Aug-11,01-03-2047,01-03-1949,FALSE,634.9506685,9
Non-Purchase,Windows,D,Chrome,0,0,15-Aug-11,01-04-2047,01-04-1949,FALSE,272.295669,3
Non-Purchase,Windows,D,MSIE,0,0,16-Aug-11,01-05-2047,01-05-1949,FALSE,182.7357863,4
Non-Purchase,iOS,T,Safari,0,0,17-Aug-11,01-06-2047,01-06-1949,FALSE,854.471058,5
Non-Purchase,Windows,D,Chrome,0,0,18-Aug-11,01-07-2047,01-07-1949,FALSE,993.9167091,5
Non-Purchase,Windows,D,MSIE,0,0,19-Aug-11,01-08-2047,01-08-1949,FALSE,144.6065036,4
Non-Purchase,Windows,D,MSIE,0,0,20-Aug-11,01-09-2047,01-09-1949,FALSE,198.3806945,5
Non-Purchase,Windows,D,MSIE,0,0,21-Aug-11,01-10-2047,01-10-1949,FALSE,945.6847975,8
Non-Purchase,iOS,T,Safari,0,0,22-Aug-11,01-11-2047,01-11-1949,FALSE,265.025611,9
Non-Purchase,Mac,D,Safari,0,0,23-Aug-11,01-12-2047,01-12-1949,FALSE,204.6705691,4
Purchase,Windows,D,MSIE,1,0,24-Aug-11,01-01-2048,01-01-1950,FALSE,462.3759469,3
Non-Purchase,iOS,T,Safari,0,0,25-Aug-11,01-02-2048,01-02-1950,FALSE,162.8247581,2
Non-Purchase,Windows,D,Firefox,0,0,26-Aug-11,01-03-2048,01-03-1950,FALSE,571.2475183,5
Non-Purchase,Mac,D,Chrome,0,0,27-Aug-11,01-04-2048,01-04-1950,FALSE,492.8284801,4
Non-Purchase,Windows,D,Firefox,0,0,28-Aug-11,01-05-2048,01-05-1950,FALSE,731.8047265,21
Non-Purchase,Windows,D,Firefox,0,0,29-Aug-11,01-06-2048,01-06-1950,FALSE,172.8099031,9
Non-Purchase,Windows,D,Chrome,0,0,30-Aug-11,01-07-2048,01-07-1950,FALSE,902.1017929,8
Non-Purchase,Windows,D,Chrome,0,0,31-Aug-11,01-08-2048,01-08-1950,FALSE,46.04538849,13
Non-Purchase,Mac,D,Chrome,0,0,01-Sep-11,01-09-2048,01-09-1950,FALSE,59.39745701,8
Non-Purchase,Windows,D,Chrome,0,0,02-Sep-11,01-10-2048,01-10-1950,FALSE,63.69928886,10
Purchase,iOS,T,Safari,1,0,03-Sep-11,01-11-2048,01-11-1950,FALSE,182.5067208,21
Non-Purchase,Windows,D,MSIE,0,0,04-Sep-11,01-12-2048,01-12-1950,FALSE,171.7872689,10
Non-Purchase,Others,D,Chrome,0,0,05-Sep-11,01-01-2049,01-01-1951,FALSE,391.2031879,4
Purchase,Mac,D,Safari,1,0,06-Sep-11,01-02-2049,01-02-1951,FALSE,29.43480645,15
Purchase,Mac,D,Safari,1,1,07-Sep-11,01-03-2049,01-03-1951,TRUE,70.61615789,13
Non-Purchase,Windows,D,MSIE,0,0,08-Sep-11,01-04-2049,01-04-1951,FALSE,282.2686327,7
Non-Purchase,Mac,D,Chrome,0,0,09-Sep-11,01-05-2049,01-05-1951,FALSE,937.8835543,8
Non-Purchase,Windows,D,MSIE,0,0,10-Sep-11,01-06-2049,01-06-1951,FALSE,634.8342428,7
Non-Purchase,Windows,D,MSIE,0,0,11-Sep-11,01-07-2049,01-07-1951,FALSE,680.8623884,11
Non-Purchase,Windows,D,Firefox,0,1,12-Sep-11,01-08-2049,01-08-1951,TRUE,561.6853718,2
Non-Purchase,Windows,D,Chrome,0,0,13-Sep-11,01-09-2049,01-09-1951,FALSE,737.489543,5
Non-Purchase,iOS,T,Safari,0,0,14-Sep-11,01-10-2049,01-10-1951,FALSE,898.474685,9
Non-Purchase,Windows,D,Chrome,0,0,15-Sep-11,01-11-2049,01-11-1951,FALSE,526.166533,3
Non-Purchase,Windows,D,Others,0,0,16-Sep-11,01-12-2049,01-12-1951,FALSE,213.7923687,7
Non-Purchase,Windows,D,MSIE,0,0,17-Sep-11,01-01-2050,01-01-1952,FALSE,283.8372333,4
Non-Purchase,Windows,D,Chrome,0,0,18-Sep-11,01-02-2050,01-02-1952,FALSE,995.034894,4
Non-Purchase,Windows,D,MSIE,0,0,19-Sep-11,01-03-2050,01-03-1952,FALSE,685.0612218,2
Non-Purchase,Windows,D,Chrome,0,0,20-Sep-11,01-04-2050,01-04-1952,FALSE,189.4742777,3
Non-Purchase,Windows,D,MSIE,0,0,21-Sep-11,01-05-2050,01-05-1952,FALSE,545.0316151,6
Non-Purchase,Windows,D,MSIE,0,0,22-Sep-11,01-06-2050,01-06-1952,FALSE,420.856984,16
Non-Purchase,Windows,D,MSIE,0,0,23-Sep-11,01-07-2050,01-07-1952,FALSE,440.1101549,6
Non-Purchase,Windows,D,Chrome,0,0,24-Sep-11,01-08-2050,01-08-1952,FALSE,263.0534068,10
Non-Purchase,Windows,D,Chrome,0,0,25-Sep-11,01-09-2050,01-09-1952,FALSE,424.9760683,14
Non-Purchase,Windows,D,Chrome,0,0,26-Sep-11,01-10-2050,01-10-1952,FALSE,736.1442592,39
Non-Purchase,Windows,D,Chrome,0,0,27-Sep-11,01-11-2050,01-11-1952,FALSE,545.9526903,4
Non-Purchase,Mac,D,Safari,0,0,28-Sep-11,01-12-2050,01-12-1952,FALSE,877.7496488,4
Non-Purchase,iOS,T,Safari,0,0,29-Sep-11,01-01-2051,01-01-1953,FALSE,227.2695781,2
Non-Purchase,Windows,D,MSIE,0,0,30-Sep-11,01-02-2051,01-02-1953,FALSE,748.1046519,18
Non-Purchase,Windows,D,MSIE,0,0,01-Oct-11,01-03-2051,01-03-1953,FALSE,65.43233166,11
Non-Purchase,Windows,D,Chrome,0,0,02-Oct-11,01-04-2051,01-04-1953,FALSE,298.04519,8
Non-Purchase,Windows,D,Firefox,0,0,03-Oct-11,01-05-2051,01-05-1953,FALSE,603.376238,2
Non-Purchase,Mac,D,Firefox,0,0,04-Oct-11,01-06-2051,01-06-1953,FALSE,332.9862145,4
Non-Purchase,Windows,D,Chrome,0,0,05-Oct-11,01-07-2051,01-07-1953,FALSE,327.5060576,18
Non-Purchase,Windows,D,MSIE,0,0,06-Oct-11,01-08-2051,01-08-1953,FALSE,762.2752246,5
Non-Purchase,Windows,D,MSIE,0,0,07-Oct-11,01-09-2051,01-09-1953,FALSE,549.3627886,16
Non-Purchase,Windows,D,MSIE,0,0,08-Oct-11,01-10-2051,01-10-1953,FALSE,326.295595,29
Non-Purchase,iOS,T,Safari,0,0,09-Oct-11,01-11-2051,01-11-1953,FALSE,44.45082707,3
Non-Purchase,Windows,D,MSIE,0,0,10-Oct-11,01-12-2051,01-12-1953,FALSE,475.2448077,2
Non-Purchase,Windows,D,Firefox,0,0,11-Oct-11,01-01-2052,01-01-1954,FALSE,499.4558405,13
Non-Purchase,iOS,T,Safari,0,0,12-Oct-11,01-02-2052,01-02-1954,FALSE,639.0248788,2
Non-Purchase,iOS,T,Safari,0,0,13-Oct-11,01-03-2052,01-03-1954,FALSE,774.9896343,2
Non-Purchase,iOS,T,Safari,0,0,14-Oct-11,01-04-2052,01-04-1954,FALSE,681.6470341,7
Non-Purchase,Windows,D,MSIE,0,0,15-Oct-11,01-05-2052,01-05-1954,FALSE,62.92660384,2
Non-Purchase,Windows,D,Firefox,0,0,16-Oct-11,01-06-2052,01-06-1954,FALSE,527.0417318,2
Non-Purchase,Windows,D,Chrome,0,0,17-Oct-11,01-07-2052,01-07-1954,FALSE,814.2181403,5
Non-Purchase,Windows,D,MSIE,0,0,18-Oct-11,01-08-2052,01-08-1954,FALSE,770.3139382,2
Non-Purchase,Windows,D,MSIE,0,0,19-Oct-11,01-09-2052,01-09-1954,FALSE,72.16133266,31
Non-Purchase,Mac,D,Safari,0,0,20-Oct-11,01-10-2052,01-10-1954,FALSE,857.1152175,5
Non-Purchase,Mac,D,Safari,0,0,21-Oct-11,01-11-2052,01-11-1954,FALSE,671.0371867,5
Non-Purchase,Windows,D,MSIE,0,0,22-Oct-11,01-12-2052,01-12-1954,FALSE,216.048463,5
Non-Purchase,Mac,D,Safari,0,0,23-Oct-11,01-01-2053,01-01-1955,FALSE,180.125378,2
Non-Purchase,Windows,D,Others,0,0,24-Oct-11,01-02-2053,01-02-1955,FALSE,983.7256882,3
Non-Purchase,Windows,D,Firefox,0,0,25-Oct-11,01-03-2053,01-03-1955,FALSE,116.404773,18
Non-Purchase,Windows,D,Firefox,0,0,26-Oct-11,01-04-2053,01-04-1955,FALSE,615.2477294,5
Non-Purchase,Windows,D,Chrome,0,0,27-Oct-11,01-05-2053,01-05-1955,FALSE,580.4492116,17
Non-Purchase,iOS,T,Safari,0,0,28-Oct-11,01-06-2053,01-06-1955,FALSE,756.0919431,17
Purchase,Windows,D,Chrome,1,1,29-Oct-11,01-07-2053,01-07-1955,TRUE,642.6858806,41
Non-Purchase,Mac,D,Firefox,0,1,30-Oct-11,01-08-2053,01-08-1955,TRUE,490.5213117,3
Non-Purchase,Windows,D,MSIE,0,0,31-Oct-11,01-09-2053,01-09-1955,FALSE,11.98322187,14
Non-Purchase,Windows,D,MSIE,0,0,01-Nov-11,01-10-2053,01-10-1955,FALSE,762.1638656,4
Non-Purchase,Windows,D,Chrome,0,0,02-Nov-11,01-11-2053,01-11-1955,FALSE,810.4030879,3
Non-Purchase,iOS,T,Safari,0,0,03-Nov-11,01-12-2053,01-12-1955,FALSE,388.5336486,16
Non-Purchase,Windows,D,MSIE,0,0,04-Nov-11,01-01-2054,01-01-1956,FALSE,604.9793034,15
Non-Purchase,Android,T,Others,0,0,05-Nov-11,01-02-2054,01-02-1956,FALSE,148.9690795,11
Non-Purchase,Mac,D,Chrome,0,0,06-Nov-11,01-03-2054,01-03-1956,FALSE,903.9645378,3
Non-Purchase,Windows,D,MSIE,0,0,07-Nov-11,01-04-2054,01-04-1956,FALSE,192.7287732,9
Non-Purchase,Android,T,Chrome,0,0,08-Nov-11,01-05-2054,01-05-1956,FALSE,38.44582572,3
Non-Purchase,Mac,D,Chrome,0,0,09-Nov-11,01-06-2054,01-06-1956,FALSE,375.6899561,14
Non-Purchase,iOS,T,Safari,0,0,10-Nov-11,01-07-2054,01-07-1956,FALSE,619.0117759,4
Non-Purchase,Mac,D,Safari,0,0,11-Nov-11,01-08-2054,01-08-1956,FALSE,944.3503036,7
Non-Purchase,Windows,D,MSIE,0,0,12-Nov-11,01-09-2054,01-09-1956,FALSE,378.127355,3
Non-Purchase,Windows,D,MSIE,0,0,13-Nov-11,01-10-2054,01-10-1956,FALSE,507.0399867,5
Non-Purchase,Windows,D,MSIE,0,0,14-Nov-11,01-11-2054,01-11-1956,FALSE,140.875973,4
Non-Purchase,Mac,D,Safari,0,0,15-Nov-11,01-12-2054,01-12-1956,FALSE,280.7242971,12
Non-Purchase,Mac,D,Safari,0,0,16-Nov-11,01-01-2055,01-01-1957,FALSE,597.1227159,2
Non-Purchase,Mac,D,Safari,0,0,17-Nov-11,01-02-2055,01-02-1957,FALSE,588.4236784,13
Non-Purchase,Windows,D,Chrome,0,0,18-Nov-11,01-03-2055,01-03-1957,FALSE,621.5027075,12
Non-Purchase,Windows,D,Chrome,0,0,19-Nov-11,01-04-2055,01-04-1957,FALSE,181.8086498,6
Non-Purchase,Windows,D,MSIE,0,0,20-Nov-11,01-05-2055,01-05-1957,FALSE,365.8062858,2
Non-Purchase,Windows,D,Firefox,0,0,21-Nov-11,01-06-2055,01-06-1957,FALSE,785.3819742,3
Non-Purchase,Windows,D,MSIE,0,0,22-Nov-11,01-07-2055,01-07-1957,FALSE,660.3828167,53
Non-Purchase,Windows,D,MSIE,0,0,23-Nov-11,01-08-2055,01-08-1957,FALSE,227.6357019,3
Non-Purchase,Windows,D,Chrome,0,0,24-Nov-11,01-09-2055,01-09-1957,FALSE,701.8123077,8
Non-Purchase,Windows,D,MSIE,0,0,25-Nov-11,01-10-2055,01-10-1957,FALSE,355.6158663,4
Non-Purchase,Windows,D,MSIE,0,0,26-Nov-11,01-11-2055,01-11-1957,FALSE,101.6847015,8
Non-Purchase,Windows,D,Chrome,0,0,27-Nov-11,01-12-2055,01-12-1957,FALSE,41.57443411,19
Non-Purchase,Windows,D,MSIE,0,0,28-Nov-11,01-01-2056,01-01-1958,FALSE,762.1394033,10
Non-Purchase,iOS,T,Safari,0,0,29-Nov-11,01-02-2056,01-02-1958,FALSE,597.9403743,2
Non-Purchase,Windows,D,MSIE,0,0,30-Nov-11,01-03-2056,01-03-1958,FALSE,587.3808656,7
Non-Purchase,Windows,D,Chrome,0,0,01-Dec-11,01-04-2056,01-04-1958,FALSE,83.24183804,2
Non-Purchase,Mac,D,Safari,0,0,02-Dec-11,01-05-2056,01-05-1958,FALSE,395.8334995,13
Purchase,Windows,D,MSIE,1,0,03-Dec-11,01-06-2056,01-06-1958,FALSE,754.1517341,46
Non-Purchase,Windows,D,MSIE,0,0,04-Dec-11,01-07-2056,01-07-1958,FALSE,19.39270859,6
Non-Purchase,Windows,D,MSIE,0,0,05-Dec-11,01-08-2056,01-08-1958,FALSE,678.5264654,16
Non-Purchase,Windows,D,Firefox,0,0,06-Dec-11,01-09-2056,01-09-1958,FALSE,977.4241416,22
Non-Purchase,Windows,D,MSIE,0,0,07-Dec-11,01-10-2056,01-10-1958,FALSE,53.14468917,6
Non-Purchase,Windows,D,Chrome,0,0,08-Dec-11,01-11-2056,01-11-1958,FALSE,936.3134146,8
Non-Purchase,Mac,D,Safari,0,0,09-Dec-11,01-12-2056,01-12-1958,FALSE,699.3695761,13
Purchase,Mac,D,Safari,1,1,10-Dec-11,01-01-2057,01-01-1959,TRUE,98.68975321,6
Non-Purchase,Windows,D,MSIE,0,0,11-Dec-11,01-02-2057,01-02-1959,FALSE,548.1555588,4
Non-Purchase,Android,T,Chrome,0,0,12-Dec-11,01-03-2057,01-03-1959,FALSE,446.2377363,11
Non-Purchase,iOS,T,Safari,0,0,13-Dec-11,01-04-2057,01-04-1959,FALSE,589.3915637,2
Non-Purchase,Windows,D,MSIE,0,0,14-Dec-11,01-05-2057,01-05-1959,FALSE,559.3845039,7
Non-Purchase,Windows,D,Chrome,0,0,15-Dec-11,01-06-2057,01-06-1959,FALSE,684.3532467,27
Non-Purchase,Windows,D,Chrome,0,0,16-Dec-11,01-07-2057,01-07-1959,FALSE,536.1458942,5
Purchase,Mac,D,Chrome,1,1,17-Dec-11,01-08-2057,01-08-1959,TRUE,830.3295721,7
Non-Purchase,Windows,D,Chrome,0,0,18-Dec-11,01-09-2057,01-09-1959,FALSE,967.5448342,14
Non-Purchase,iOS,T,Safari,0,0,19-Dec-11,01-10-2057,01-10-1959,FALSE,313.0090104,8
Non-Purchase,Windows,D,Chrome,0,0,20-Dec-11,01-11-2057,01-11-1959,FALSE,180.1936179,11
Non-Purchase,Android,T,Chrome,0,0,21-Dec-11,01-12-2057,01-12-1959,FALSE,280.7553017,5
Non-Purchase,Android,T,Chrome,0,0,22-Dec-11,01-01-2058,01-01-1960,FALSE,263.5308849,3
Non-Purchase,Mac,D,Chrome,0,0,23-Dec-11,01-02-2058,01-02-1960,FALSE,618.9937036,7
Non-Purchase,Windows,D,MSIE,0,0,24-Dec-11,01-03-2058,01-03-1960,FALSE,199.2332956,2
Non-Purchase,Mac,D,Safari,0,0,25-Dec-11,01-04-2058,01-04-1960,FALSE,934.3370773,3
Non-Purchase,Android,T,Chrome,0,0,26-Dec-11,01-05-2058,01-05-1960,FALSE,919.2246915,3
Non-Purchase,Windows,D,MSIE,0,0,27-Dec-11,01-06-2058,01-06-1960,FALSE,130.2918703,4
Non-Purchase,Windows,D,MSIE,0,0,28-Dec-11,01-07-2058,01-07-1960,FALSE,940.7979205,2
Non-Purchase,Windows,D,MSIE,0,0,29-Dec-11,01-08-2058,01-08-1960,FALSE,552.055411,4
